order_id,customer_id,order_date,product_id,quantity,unit_price,total_amount,order_status,payment_date
73032,7056,2022-04-19,350,4,135.3,541.2,Completed,2022-04-26
45549,2362,2023-05-29,448,8,84.13,673.04,Completed,2023-06-03
98220,4992,2022-01-03,15,5,55.44,277.2,Pending,
77298,5580,2023-05-31,438,7,36.57,255.99,Completed,2023-06-04
63665,4190,2025-02-08,493,7,7.46,52.22,Completed,2025-02-11
70482,475,2023-06-27,368,8,163.49,1307.92,Cancelled,
83351,5678,2024-10-16,409,3,76.65,229.95,Cancelled,
73096,6990,2023-10-25,168,8,40.6,324.8,Pending,
57911,4785,2024-10-15,100,8,18.19,145.52,Completed,2024-10-22
1453,2378,2023-08-16,198,10,10.75,107.5,Pending,
29724,6738,2022-09-28,57,3,133.45,400.35,Completed,2022-09-29
28665,3737,2025-07-30,427,4,19.64,78.56,Completed,2025-08-03
14480,5866,2022-07-23,474,10,142.98,1429.8,Cancelled,
35408,3697,2022-02-12,328,1,11.6,11.6,Completed,2022-02-14
91806,8485,2025-05-22,125,1,165.46,165.46,Completed,2025-05-23
60903,9806,2025-03-18,209,10,86.44,864.4,Completed,2025-03-21
82184,9611,2026-02-16,103,10,36.21,362.1,Pending,
55822,6524,2026-03-11,100,10,173.99,1739.9,Completed,2026-03-12
85075,1068,2024-01-14,316,6,55.72,334.32,Pending,
47616,2909,2022-07-18,226,5,54.73,273.65,Completed,2022-07-21
17404,3364,2025-07-03,150,7,76.23,533.61,Completed,2025-07-07
74187,4992,2022-10-16,421,6,145.75,874.5,Completed,2022-10-17
96153,9871,2022-07-10,42,7,97.65,683.55,Cancelled,
75007,2800,2022-10-18,197,10,126.15,1261.5,Completed,2022-10-20
78095,1389,2022-02-19,322,3,114.48,343.44,Pending,
97432,2863,2025-11-07,310,10,141.01,1410.1,Completed,2025-11-09
5710,8126,2022-05-03,294,9,72.9,656.1,Completed,2022-05-07
36247,6072,2024-06-29,202,9,107.91,971.19,Completed,2024-06-30
10309,8557,2022-07-08,459,9,135.28,1217.52,Cancelled,
9431,1629,2024-09-28,193,7,43.11,301.77,Cancelled,
31682,1276,2024-09-07,333,9,148.17,1333.53,Completed,2024-09-07
4941,8419,2024-07-05,1,2,144.02,288.04,Completed,2024-07-05
13822,5908,2024-04-03,380,1,63.45,63.45,Cancelled,
42704,1093,2026-08-08,409,6,99.74,598.44,Completed,2026-08-10
36542,552,2024-04-13,479,9,26.32,236.88,Cancelled,
96897,1709,2025-01-10,226,10,50.35,503.5,Cancelled,
54973,2460,2022-05-11,201,10,155.7,1557.0,Completed,2022-05-16
24891,2386,2026-05-19,221,3,31.8,95.4,Completed,2026-05-24
50515,2677,2024-08-31,389,8,178.74,1429.92,Completed,2024-09-02
77810,1561,2023-07-27,248,9,153.35,1380.15,Pending,
66814,3630,2026-03-02,269,7,73.66,515.62,Pending,
57355,9353,2024-10-09,476,4,107.35,429.4,Completed,2024-10-15
56523,157,2024-04-21,336,10,194.63,1946.3,Completed,2024-04-27
12659,6090,2024-01-18,237,1,10.0,10.0,Completed,2024-01-20
37900,2808,2025-12-17,103,1,188.54,188.54,Cancelled,
60183,5509,2023-01-11,472,3,8.62,25.86,Pending,
26937,5255,2023-06-23,162,4,3.17,12.68,Completed,2023-06-26
21211,7260,2022-04-03,491,10,175.2,1752.0,Completed,2022-04-09
34668,6468,2023-12-30,400,7,162.31,1136.17,Pending,
84697,3089,2022-07-26,184,10,79.19,791.9,Cancelled,
77840,4756,2022-09-07,73,5,21.82,109.1,Completed,2022-09-14
1544,139,2024-07-23,126,10,52.02,520.2,Completed,2024-07-25
79935,636,2023-05-21,329,2,3.9,7.8,Completed,2023-05-24
21351,5144,2026-05-28,481,3,66.84,200.52,Completed,2026-05-30
18186,2736,2026-01-13,56,2,135.3,270.6,Completed,2026-01-13
90490,2445,2026-07-04,123,5,25.75,128.75,Completed,2026-07-04
37876,207,2023-07-23,287,2,63.62,127.24,Completed,2023-07-24
54129,8089,2023-10-04,350,7,44.18,309.26,Pending,
11637,1500,2023-03-15,351,5,128.15,640.75,Completed,2023-03-20
86215,7360,2026-05-08,426,3,27.22,81.66,Completed,2026-05-12
51706,806,2023-04-22,157,5,168.43,842.15,Completed,2023-04-23
82335,9742,2023-12-27,447,8,190.18,1521.44,Cancelled,
73388,333,2023-07-10,473,3,177.14,531.42,Completed,2023-07-11
75627,4935,2025-05-09,117,3,125.06,375.18,Completed,2025-05-10
59278,9127,2024-06-27,309,5,24.5,122.5,Completed,2024-06-30
37763,6589,2023-03-25,156,2,86.7,173.4,Completed,2023-04-01
56868,5749,2023-09-15,498,10,6.2,62.0,Completed,2023-09-19
3608,926,2025-09-12,61,9,185.52,1669.68,Completed,2025-09-19
27965,5980,2026-01-23,418,5,2.82,14.1,Completed,2026-01-27
55274,5992,2025-05-06,312,4,198.34,793.36,Cancelled,
59647,547,2026-02-27,397,1,135.18,135.18,Pending,
13209,3244,2023-05-25,302,10,181.15,1811.5,Completed,2023-05-27
48419,2677,2023-01-28,435,6,43.73,262.38,Completed,2023-01-30
89681,6748,2024-09-04,345,4,192.89,771.56,Cancelled,
31016,6081,2022-10-10,498,9,112.46,1012.14,Pending,
53526,5462,2023-08-27,469,5,51.94,259.7,Cancelled,
40571,603,2022-02-13,186,8,35.72,285.76,Completed,2022-02-19
21273,2171,2024-10-25,473,9,168.61,1517.49,Completed,2024-10-30
66944,3587,2024-11-08,56,8,23.86,190.88,Pending,
64156,62,2025-05-01,328,4,125.15,500.6,Completed,2025-05-04
92351,1991,2025-04-07,340,10,60.89,608.9,Completed,2025-04-11
27105,7874,2024-03-21,41,7,149.76,1048.32,Pending,
97907,9152,2026-05-09,191,4,113.98,455.92,Cancelled,
92407,8354,2026-01-09,446,9,22.56,203.04,Cancelled,
97871,1819,2023-04-15,144,6,22.96,137.76,Completed,2023-04-22
7168,1964,2024-03-12,163,7,154.77,1083.39,Cancelled,
41261,1788,2025-11-16,274,4,117.2,468.8,Completed,2025-11-19
46885,3451,2022-12-10,465,9,10.51,94.59,Completed,2022-12-12
51415,1580,2026-06-08,118,10,50.24,502.4,Pending,
92435,8151,2022-11-01,448,10,156.01,1560.1,Completed,2022-11-04
18438,8123,2026-01-03,271,1,195.47,195.47,Completed,2026-01-07
50597,8086,2025-08-26,246,10,50.95,509.5,Pending,
78186,8761,2026-04-29,293,4,143.64,574.56,Completed,2026-05-01
68278,2478,2023-08-10,328,8,29.19,233.52,Completed,2023-08-12
91016,4068,2024-08-23,354,10,196.24,1962.4,Completed,2024-08-27
74198,325,2026-02-27,351,9,197.8,1780.2,Pending,
51182,3059,2023-01-30,24,8,120.59,964.72,Completed,2023-02-05
53881,1127,2023-05-28,368,2,75.03,150.06,Pending,
88132,3933,2022-08-18,274,7,107.32,751.24,Completed,2022-08-20
794,7325,2023-09-16,341,6,50.84,305.04,Cancelled,
67530,2830,2022-01-28,170,6,5.28,31.68,Completed,2022-02-04
58107,1223,2025-12-06,315,6,51.45,308.7,Completed,2025-12-10
4614,2363,2022-05-12,19,7,196.55,1375.85,Pending,
99299,5028,2022-05-08,452,1,51.09,51.09,Cancelled,
43557,7897,2024-02-02,43,10,74.43,744.3,Pending,
98546,1829,2022-01-19,159,8,9.55,76.4,Completed,2022-01-25
89682,831,2025-12-09,346,3,127.3,381.9,Completed,2025-12-10
16679,6547,2023-11-21,257,3,51.22,153.66,Pending,
40867,6456,2025-01-14,266,1,187.25,187.25,Completed,2025-01-14
65736,370,2022-09-12,233,7,191.06,1337.42,Completed,2022-09-16
90784,8017,2022-08-02,470,9,71.9,647.1,Completed,2022-08-08
49974,7334,2022-09-23,45,5,173.73,868.65,Cancelled,
8761,161,2024-06-07,112,6,45.66,273.96,Completed,2024-06-12
14484,9863,2022-01-29,449,4,168.79,675.16,Cancelled,
77092,4440,2026-01-26,36,9,33.97,305.73,Completed,2026-01-26
73053,7219,2023-01-21,410,3,107.92,323.76,Completed,2023-01-24
43707,8151,2025-07-25,454,2,31.69,63.38,Completed,2025-07-29
57939,8672,2022-07-28,420,7,177.5,1242.5,Completed,2022-08-03
55641,5343,2023-01-29,13,8,167.77,1342.16,Pending,
33172,5123,2024-08-10,198,6,14.07,84.42,Completed,2024-08-14
51983,5676,2022-10-06,154,5,179.14,895.7,Completed,2022-10-12
15531,3789,2022-07-30,56,10,136.82,1368.2,Cancelled,
78376,8486,2025-08-27,231,10,24.72,247.2,Completed,2025-08-27
16250,724,2024-05-01,143,5,72.97,364.85,Completed,2024-05-02
23009,7545,2022-01-11,74,9,101.72,915.48,Cancelled,
13974,1235,2023-05-08,258,6,147.72,886.32,Completed,2023-05-15
48619,2692,2026-06-17,385,4,100.71,402.84,Completed,2026-06-20
24666,1600,2025-12-24,3,6,67.04,402.24,Completed,2025-12-26
39691,9733,2022-07-06,145,10,12.08,120.8,Cancelled,
25292,8893,2025-12-24,139,10,106.38,1063.8,Pending,
23111,5486,2026-02-15,276,4,145.07,580.28,Pending,
62811,46,2025-11-27,55,2,114.42,228.84,Completed,2025-12-01
71070,1291,2024-11-30,275,9,56.85,511.65,Completed,2024-12-01
16228,7272,2024-08-06,475,9,146.24,1316.16,Completed,2024-08-10
35308,8334,2022-05-15,18,5,72.22,361.1,Cancelled,
33226,2978,2025-01-27,280,1,146.83,146.83,Completed,2025-01-31
16370,152,2022-08-11,138,10,26.94,269.4,Cancelled,
99575,546,2025-11-22,108,3,177.34,532.02,Completed,2025-11-29
95794,765,2023-04-23,67,2,150.23,300.46,Completed,2023-04-25
47678,5911,2025-02-16,62,3,179.7,539.1,Completed,2025-02-18
39481,6910,2026-07-20,420,10,176.67,1766.7,Completed,2026-07-27
7624,8193,2026-08-07,441,5,32.36,161.8,Completed,2026-08-13
18576,6700,2022-12-13,229,7,189.81,1328.67,Pending,
99244,580,2026-06-26,3,8,6.77,54.16,Completed,2026-07-02
54624,4999,2023-07-09,107,3,82.94,248.82,Completed,2023-07-10
8498,9025,2022-05-04,203,2,58.18,116.36,Cancelled,
53654,4698,2023-03-14,322,8,169.85,1358.8,Pending,
76049,1314,2023-06-09,288,8,85.56,684.48,Completed,2023-06-11
26487,94,2024-05-20,147,3,169.61,508.83,Completed,2024-05-26
42433,9928,2025-03-26,286,8,180.29,1442.32,Completed,2025-03-27
5880,2458,2022-01-26,334,6,129.15,774.9,Completed,2022-02-01
20018,7260,2024-09-30,264,3,136.74,410.22,Cancelled,
88212,6646,2023-10-01,488,3,42.53,127.59,Cancelled,
3301,1906,2026-08-05,54,1,110.58,110.58,Completed,2026-08-05
38826,2943,2026-08-07,200,1,14.93,14.93,Pending,
22715,8962,2022-02-14,377,7,34.45,241.15,Completed,2022-02-15
10889,6302,2024-04-22,202,6,62.01,372.06,Completed,2024-04-23
65805,8482,2022-04-05,260,10,74.19,741.9,Completed,2022-04-08
58539,2609,2024-11-21,329,1,141.62,141.62,Cancelled,
26675,4970,2022-05-24,358,9,166.71,1500.39,Pending,
21702,5126,2023-10-15,357,6,55.09,330.54,Completed,2023-10-16
73842,7326,2023-09-25,304,8,53.42,427.36,Cancelled,
14347,475,2025-08-03,493,6,25.85,155.1,Completed,2025-08-04
89252,8074,2025-06-11,404,7,96.64,676.48,Completed,2025-06-14
17031,3773,2025-06-10,126,5,121.21,606.05,Completed,2025-06-12
74531,2915,2026-05-11,483,2,14.05,28.1,Completed,2026-05-13
89591,9285,2022-07-26,61,6,89.47,536.82,Completed,2022-08-01
67478,8627,2026-07-31,60,4,79.56,318.24,Completed,2026-08-01
4507,162,2023-02-16,9,8,125.07,1000.56,Completed,2023-02-22
78303,4263,2025-07-27,16,9,5.63,50.67,Cancelled,
69791,8989,2025-11-11,219,10,181.81,1818.1,Pending,
53143,4196,2023-03-11,58,5,142.47,712.35,Completed,2023-03-18
54173,307,2024-07-16,114,5,63.56,317.8,Cancelled,
90545,8870,2024-02-20,381,7,135.11,945.77,Completed,2024-02-27
92910,610,2024-09-06,88,6,123.47,740.82,Completed,2024-09-08
3423,4826,2022-05-05,67,1,15.4,15.4,Pending,
10400,4178,2022-09-01,250,2,131.32,262.64,Completed,2022-09-06
92392,3165,2025-01-19,7,2,45.22,90.44,Completed,2025-01-26
99202,4610,2022-06-06,496,4,22.14,88.56,Pending,
29561,1101,2025-11-22,457,3,106.34,319.02,Pending,
41118,7711,2023-01-11,147,7,31.65,221.55,Completed,2023-01-15
48073,2909,2023-07-17,153,3,29.11,87.33,Cancelled,
32538,3174,2026-05-13,260,3,74.77,224.31,Pending,
26978,1111,2026-02-24,12,7,104.98,734.86,Completed,2026-02-28
71922,7697,2025-07-24,101,7,145.88,1021.16,Completed,2025-07-26
40368,6353,2023-06-27,45,6,162.28,973.68,Completed,2023-06-28
73857,2244,2025-12-04,215,10,133.08,1330.8,Pending,
62450,8839,2026-06-10,418,7,136.52,955.64,Completed,2026-06-17
3117,6441,2023-07-10,156,3,99.0,297.0,Completed,2023-07-16
72523,7212,2022-08-05,487,4,124.65,498.6,Pending,
61946,6552,2026-03-06,35,10,105.59,1055.9,Completed,2026-03-13
71096,9204,2023-03-19,426,4,62.72,250.88,Cancelled,
11605,8722,2024-11-24,433,8,81.4,651.2,Cancelled,
5396,9512,2023-12-30,342,7,19.64,137.48,Completed,2024-01-02
53549,7384,2023-03-20,76,5,10.58,52.9,Pending,
40494,2611,2022-10-12,322,2,53.17,106.34,Completed,2022-10-15
21078,507,2022-12-13,388,6,146.63,879.78,Pending,
56375,3071,2025-10-18,288,3,103.05,309.15,Completed,2025-10-19
83629,7744,2023-01-01,191,3,40.51,121.53,Completed,2023-01-04
94229,1095,2023-05-13,232,8,24.24,193.92,Completed,2023-05-16
45129,8904,2023-02-05,131,4,35.15,140.6,Completed,2023-02-12
39214,5704,2025-05-31,391,3,113.34,340.02,Completed,2025-05-31
68270,158,2023-10-05,379,1,72.69,72.69,Completed,2023-10-09
21783,6009,2023-04-15,40,9,33.36,300.24,Completed,2023-04-16
34251,2946,2024-08-14,289,5,69.96,349.8,Cancelled,
89192,6361,2024-07-23,472,3,83.08,249.24,Completed,2024-07-29
65516,6090,2025-07-08,170,4,163.74,654.96,Completed,2025-07-14
39011,7764,2022-09-04,118,8,159.71,1277.68,Pending,
28057,3132,2023-04-12,16,9,25.17,226.53,Pending,
67973,1956,2025-09-25,68,6,34.4,206.4,Cancelled,
32582,1720,2026-01-15,106,8,63.05,504.4,Completed,2026-01-20
41828,7691,2022-01-29,30,1,24.18,24.18,Completed,2022-02-05
80842,5435,2026-02-10,389,6,159.93,959.58,Completed,2026-02-17
98520,9772,2024-03-27,366,2,171.43,342.86,Completed,2024-04-01
12996,3952,2026-06-27,54,9,61.54,553.86,Completed,2026-07-02
41848,6096,2024-08-04,267,3,98.58,295.74,Completed,2024-08-06
22175,5348,2026-01-27,175,3,191.3,573.9,Pending,
39913,2521,2023-03-14,254,4,118.77,475.08,Completed,2023-03-21
97409,3588,2023-07-30,153,8,190.25,1522.0,Completed,2023-08-01
32783,737,2022-10-12,395,6,47.13,282.78,Completed,2022-10-19
60774,5593,2022-03-10,326,8,53.41,427.28,Completed,2022-03-11
51406,6293,2026-07-25,297,10,106.09,1060.9,Completed,2026-07-26
4008,8442,2025-03-26,205,7,84.83,593.81,Completed,2025-03-30
32639,6961,2025-01-25,270,8,6.97,55.76,Completed,2025-01-30
37153,2855,2024-06-29,253,1,62.47,62.47,Completed,2024-07-03
92554,2370,2026-03-27,354,6,193.12,1158.72,Completed,2026-03-27
45948,3365,2023-08-30,178,4,153.95,615.8,Completed,2023-09-03
50816,3587,2023-10-08,253,7,92.51,647.57,Completed,2023-10-10
4023,9176,2025-12-19,499,5,3.18,15.9,Completed,2025-12-24
18929,4017,2026-03-15,159,8,13.16,105.28,Pending,
34441,8986,2023-08-24,308,6,125.93,755.58,Pending,
33318,2111,2024-04-08,471,8,82.49,659.92,Completed,2024-04-11
30471,8777,2026-03-27,116,1,118.54,118.54,Completed,2026-03-27
87889,632,2024-05-28,75,4,195.43,781.72,Completed,2024-05-29
29139,1104,2026-05-19,142,1,80.17,80.17,Pending,
29243,2416,2023-06-04,112,3,20.89,62.67,Cancelled,
89018,2256,2022-10-22,94,5,109.83,549.15,Completed,2022-10-27
86190,5797,2022-11-22,47,1,165.13,165.13,Completed,2022-11-27
85584,4100,2023-02-23,302,3,93.91,281.73,Cancelled,
45030,1439,2022-09-07,426,7,149.57,1046.99,Cancelled,
94263,2079,2022-11-17,399,2,144.37,288.74,Completed,2022-11-19
56076,8115,2022-10-03,387,3,151.7,455.1,Completed,2022-10-09
36198,3835,2024-03-21,370,3,194.72,584.16,Cancelled,
2269,9794,2024-12-17,308,9,50.94,458.46,Completed,2024-12-19
69941,1658,2025-03-28,182,3,45.52,136.56,Cancelled,
97413,2429,2026-05-18,397,10,64.36,643.6,Completed,2026-05-22
57698,2536,2026-08-06,155,8,145.47,1163.76,Completed,2026-08-09
43860,7917,2022-07-21,167,8,179.62,1436.96,Completed,2022-07-22
84593,5737,2024-06-18,379,4,113.19,452.76,Cancelled,
99219,7373,2022-04-25,8,10,55.14,551.4,Pending,
26515,1444,2024-12-21,237,2,118.68,237.36,Completed,2024-12-27
70019,5486,2023-04-20,135,5,70.23,351.15,Completed,2023-04-24
5131,6911,2025-10-08,341,5,99.84,499.2,Pending,
18812,3153,2025-10-20,85,4,153.28,613.12,Completed,2025-10-23
14968,5018,2023-03-15,324,7,131.09,917.63,Completed,2023-03-18
39899,857,2026-07-09,488,3,122.59,367.77,Pending,
81203,6376,2023-11-25,280,1,178.75,178.75,Completed,2023-11-28
35979,5575,2024-04-08,294,10,30.59,305.9,Completed,2024-04-11
9997,6825,2025-02-26,432,2,190.14,380.28,Completed,2025-03-03
21899,8678,2026-04-06,304,5,33.83,169.15,Pending,
7782,5726,2025-10-13,30,1,13.41,13.41,Cancelled,
19850,7112,2023-10-21,108,7,146.23,1023.61,Completed,2023-10-28
27744,7935,2023-07-05,217,3,165.46,496.38,Completed,2023-07-10
83822,232,2022-08-09,131,8,23.96,191.68,Pending,
3843,1413,2024-05-31,139,6,10.94,65.64,Completed,2024-06-07
21514,4491,2024-02-06,238,9,153.51,1381.59,Pending,
26687,1934,2022-09-22,468,6,140.22,841.32,Cancelled,
8271,6487,2022-02-05,373,4,63.88,255.52,Completed,2022-02-08
78356,9646,2022-09-14,179,2,144.43,288.86,Pending,
43439,3110,2026-03-23,227,5,196.03,980.15,Cancelled,
2728,6148,2024-01-30,275,6,107.33,643.98,Completed,2024-02-06
96373,8021,2025-11-25,113,4,175.06,700.24,Cancelled,
75624,7041,2023-09-21,345,2,142.91,285.82,Completed,2023-09-28
94146,9401,2024-09-04,35,9,173.81,1564.29,Completed,2024-09-05
27260,7095,2026-03-09,131,6,21.18,127.08,Cancelled,
63556,3406,2026-06-07,427,3,77.3,231.9,Completed,2026-06-12
26481,2918,2024-06-26,287,4,15.83,63.32,Completed,2024-06-30
55448,9663,2024-01-29,44,8,44.81,358.48,Completed,2024-02-04
84058,4077,2023-10-10,161,3,28.2,84.6,Completed,2023-10-17
47223,2578,2024-09-09,326,8,128.64,1029.12,Completed,2024-09-16
49807,5716,2022-08-23,271,5,62.47,312.35,Pending,
31379,156,2025-03-23,110,5,23.64,118.2,Completed,2025-03-23
27865,3631,2025-11-27,390,3,121.88,365.64,Completed,2025-11-29
52111,3736,2023-06-18,343,8,126.61,1012.88,Completed,2023-06-24
22385,9519,2025-01-16,62,1,199.19,199.19,Completed,2025-01-22
13671,7800,2025-04-10,186,5,15.22,76.1,Completed,2025-04-13
91362,9495,2024-08-10,464,10,126.96,1269.6,Completed,2024-08-10
87580,2774,2025-01-14,341,4,35.48,141.92,Cancelled,
22603,6523,2024-04-11,301,6,133.56,801.36,Cancelled,
95707,8500,2023-08-14,175,10,13.84,138.4,Completed,2023-08-16
34996,1258,2025-11-29,112,4,153.24,612.96,Completed,2025-11-29
26088,6882,2023-05-04,155,5,191.31,956.55,Completed,2023-05-10
57934,8444,2022-10-26,408,8,99.69,797.52,Cancelled,
70350,9309,2024-09-09,487,3,45.52,136.56,Cancelled,
20534,4164,2022-01-24,95,5,48.22,241.1,Completed,2022-01-25
39786,721,2025-04-23,349,10,178.5,1785.0,Pending,
98884,8011,2024-01-02,403,9,113.79,1024.11,Pending,
43425,7454,2024-12-13,45,9,150.02,1350.18,Completed,2024-12-20
23389,238,2023-06-29,357,3,88.97,266.91,Completed,2023-07-04
26121,392,2022-06-21,493,5,79.67,398.35,Completed,2022-06-25
54451,2822,2025-01-14,167,5,5.03,25.15,Completed,2025-01-20
30726,233,2026-07-04,344,2,25.35,50.7,Completed,2026-07-11
92408,6553,2025-01-29,328,3,99.5,298.5,Cancelled,
15698,417,2026-01-21,146,1,150.79,150.79,Pending,
26024,827,2024-08-17,179,7,166.92,1168.44,Completed,2024-08-21
65803,5174,2023-10-01,500,8,191.79,1534.32,Completed,2023-10-06
27832,6700,2023-07-20,40,7,104.06,728.42,Completed,2023-07-22
7581,3548,2022-02-05,205,4,36.11,144.44,Cancelled,
60970,9261,2022-05-28,119,9,30.45,274.05,Completed,2022-05-29
79504,1592,2025-11-14,299,10,67.14,671.4,Cancelled,
60416,1757,2024-01-03,151,1,57.63,57.63,Completed,2024-01-08
44211,4930,2023-05-19,227,1,24.51,24.51,Completed,2023-05-26
33622,1174,2025-06-17,409,2,29.27,58.54,Completed,2025-06-22
79693,5080,2024-04-08,3,10,184.58,1845.8,Pending,
7573,1590,2023-02-25,165,5,44.83,224.15,Completed,2023-02-26
4344,8881,2025-11-17,128,7,76.12,532.84,Pending,
63465,5095,2025-04-19,194,5,33.46,167.3,Completed,2025-04-23
51845,5048,2024-04-15,399,6,76.99,461.94,Cancelled,
44520,828,2023-08-16,460,5,44.08,220.4,Cancelled,
48159,5826,2023-03-08,373,9,57.59,518.31,Completed,2023-03-08
89721,4614,2025-11-25,45,8,13.86,110.88,Completed,2025-12-02
30949,1048,2023-10-16,439,1,122.83,122.83,Pending,
40134,6925,2026-03-08,283,2,64.34,128.68,Completed,2026-03-14
11421,8194,2023-12-21,181,9,34.59,311.31,Cancelled,
59522,5189,2023-06-20,497,10,122.68,1226.8,Completed,2023-06-23
58913,9610,2023-04-29,263,3,195.6,586.8,Completed,2023-04-29
8450,7102,2022-07-14,166,7,1.76,12.32,Completed,2022-07-20
74497,5153,2023-11-17,490,5,69.02,345.1,Pending,
76232,3393,2024-11-11,37,3,135.45,406.35,Cancelled,
65927,3090,2024-04-06,467,2,4.96,9.92,Pending,
8816,7703,2026-03-17,258,6,130.4,782.4,Cancelled,
80376,4467,2022-06-24,264,2,181.44,362.88,Pending,
44750,9127,2025-06-01,231,5,29.53,147.65,Completed,2025-06-01
99132,7087,2023-01-10,18,2,165.43,330.86,Cancelled,
30283,4299,2023-07-26,278,1,1.56,1.56,Completed,2023-07-26
1816,9335,2026-02-17,408,10,25.35,253.5,Completed,2026-02-20
58403,3763,2023-10-10,343,9,194.08,1746.72,Completed,2023-10-13
14122,7833,2023-08-21,280,7,103.92,727.44,Cancelled,
25143,2132,2023-10-28,180,3,196.83,590.49,Completed,2023-10-31
47558,961,2022-07-16,128,4,54.69,218.76,Cancelled,
14182,3354,2026-03-12,296,3,186.84,560.52,Cancelled,
88251,6098,2024-01-06,88,6,55.34,332.04,Completed,2024-01-11
95336,9435,2024-07-13,355,4,29.08,116.32,Completed,2024-07-16
9592,331,2024-11-24,233,1,159.51,159.51,Completed,2024-11-29
33641,2622,2025-02-16,104,3,169.82,509.46,Completed,2025-02-18
46101,9863,2023-05-03,226,3,112.96,338.88,Completed,2023-05-04
20901,9351,2024-11-27,94,10,65.4,654.0,Completed,2024-12-01
35705,1877,2023-10-04,84,6,139.74,838.44,Completed,2023-10-07
30421,2043,2023-12-31,472,6,94.01,564.06,Completed,2023-12-31
61584,1114,2022-10-30,332,2,143.36,286.72,Cancelled,
56193,5762,2025-04-05,8,8,178.88,1431.04,Pending,
60487,3397,2022-02-16,360,1,28.76,28.76,Pending,
81966,6471,2022-06-21,207,3,41.19,123.57,Pending,
85508,274,2026-05-08,81,5,8.47,42.35,Cancelled,
17309,1,2022-02-19,331,8,192.64,1541.12,Pending,
90100,528,2022-10-13,483,6,83.0,498.0,Completed,2022-10-13
43856,3861,2024-11-12,370,10,156.47,1564.7,Pending,
61960,9428,2023-03-27,247,5,117.27,586.35,Completed,2023-03-29
28590,594,2025-04-05,390,9,20.88,187.92,Completed,2025-04-08
80788,6338,2023-11-09,152,3,74.42,223.26,Pending,
43244,9723,2025-05-29,84,6,36.49,218.94,Completed,2025-06-04
13811,6891,2025-08-29,230,5,36.55,182.75,Pending,
20300,4116,2025-07-24,453,5,42.67,213.35,Cancelled,
87359,9039,2023-11-18,255,6,86.1,516.6,Completed,2023-11-22
83835,3696,2026-06-20,290,1,34.27,34.27,Pending,
32115,953,2025-01-26,398,6,154.96,929.76,Completed,2025-01-31
64322,4955,2024-01-23,319,9,9.72,87.48,Pending,
95660,3370,2025-06-12,362,1,5.98,5.98,Cancelled,
55171,3025,2026-05-19,350,7,95.11,665.77,Cancelled,
69436,6239,2024-07-07,55,2,105.84,211.68,Pending,
29212,2872,2026-07-15,103,6,74.43,446.58,Completed,2026-07-16
774,9847,2023-11-10,161,5,37.34,186.7,Cancelled,
77329,5884,2023-09-15,404,8,104.07,832.56,Pending,
37407,9743,2022-12-02,419,8,169.76,1358.08,Pending,
48768,5045,2024-04-18,179,4,73.26,293.04,Completed,2024-04-22
26102,968,2023-02-26,480,5,11.02,55.1,Pending,
9164,7830,2024-06-27,188,8,190.92,1527.36,Completed,2024-06-30
96512,6671,2022-08-27,393,2,171.15,342.3,Cancelled,
21642,9296,2025-08-15,204,6,99.64,597.84,Completed,2025-08-15
82182,7312,2023-08-09,388,1,167.94,167.94,Completed,2023-08-11
23127,3175,2024-11-13,275,4,134.79,539.16,Completed,2024-11-17
78467,102,2023-09-04,416,3,8.83,26.49,Completed,2023-09-09
26042,8215,2024-08-21,212,4,195.25,781.0,Completed,2024-08-25
42327,4975,2026-01-17,258,5,172.78,863.9,Completed,2026-01-20
55835,1947,2022-02-07,499,6,43.1,258.6,Completed,2022-02-13
55741,2238,2022-03-10,9,7,112.56,787.92,Pending,
17721,3249,2022-12-22,276,5,165.36,826.8,Completed,2022-12-26
48154,1800,2023-01-30,8,8,117.32,938.56,Completed,2023-02-03
27556,6588,2022-07-31,113,7,77.0,539.0,Pending,
44194,2985,2024-06-13,326,1,2.99,2.99,Completed,2024-06-17
78249,2880,2026-04-14,100,6,170.85,1025.1,Completed,2026-04-19
35602,3358,2022-11-16,422,10,189.83,1898.3,Cancelled,
72161,1044,2023-12-04,82,3,95.54,286.62,Completed,2023-12-05
91747,2738,2025-01-02,195,6,26.76,160.56,Completed,2025-01-02
65704,3822,2024-12-03,10,3,106.84,320.52,Pending,
59370,8437,2026-05-28,457,7,17.32,121.24,Completed,2026-06-03
10956,2069,2025-09-19,288,5,102.98,514.9,Completed,2025-09-26
41627,4569,2026-01-31,498,1,27.56,27.56,Cancelled,
81283,1632,2022-10-09,269,1,35.42,35.42,Completed,2022-10-11
65333,8603,2025-07-15,212,4,188.02,752.08,Cancelled,
75438,6391,2024-09-26,319,1,4.87,4.87,Completed,2024-10-01
29187,7640,2023-02-08,9,2,26.38,52.76,Completed,2023-02-12
95001,8524,2023-04-20,306,9,81.11,729.99,Completed,2023-04-23
73001,9695,2023-07-17,74,8,195.1,1560.8,Completed,2023-07-21
65957,5990,2023-12-01,37,7,175.53,1228.71,Completed,2023-12-05
17821,3443,2026-01-28,339,3,94.03,282.09,Completed,2026-01-30
3661,4418,2025-01-27,383,1,83.15,83.15,Pending,
83713,1604,2022-06-13,23,7,110.79,775.53,Completed,2022-06-20
